,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra
163,1,2015-06-06 05:28:33,2015-06-06 05:51:28,1,6.7,-73.9898452759,40.7571601868,1,N,-73.9802627563,40.6786766052,1,23.0,0.5
164,1,2015-06-06 05:28:33,2015-06-06 06:01:32,2,8.0,-73.9932556152,40.7520713806,1,N,-73.9157943726,40.702205658,2,28.0,0.5
165,1,2015-06-06 05:28:33,2015-06-06 05:32:07,1,1.4,-73.9383087158,40.796421051,1,N,-73.953453064,40.7793006897,2,6.0,0.5
166,1,2015-06-06 05:28:34,2015-06-06 05:35:28,1,1.6,-73.950630188,40.705745697,1,N,-73.9270629883,40.6930923462,1,7.0,0.5
167,2,2015-06-06 05:28:34,2015-06-06 05:46:53,1,3.99,-73.9618453979,40.795589447,1,N,-74.0027160645,40.756187439,1,17.0,0.5
168,2,2015-06-06 05:28:35,2015-06-06 05:40:02,1,3.7,-73.9843902588,40.7289237976,1,N,-73.9902877808,40.7671813965,2,12.5,0.5
169,1,2015-06-06 05:28:35,2015-06-06 05:38:50,1,3.4,-73.9417800903,40.7916183472,1,N,-73.9762573242,40.7513084412,1,12.0,0.5
170,1,2015-06-06 05:28:36,2015-06-06 05:40:27,1,4.5,-74.0158233643,40.7151031494,1,N,-73.9942016602,40.7663269043,1,14.0,0.5
171,1,2015-06-06 05:28:36,2015-06-06 06:01:34,1,18.1,-73.988609314,40.7257843018,2,N,-73.7763748169,40.6451339722,1,52.0,0.0
172,2,2015-06-06 05:28:36,2015-06-06 06:04:53,1,22.02,-74.013961792,40.707988739,2,N,-73.789932251,40.6470069885,2,52.0,0.0
173,2,2015-06-06 05:28:37,2015-06-06 05:46:41,1,8.96,-73.952911377,40.7720603943,1,N,-73.8619766235,40.7687301636,2,26.5,0.5
174,2,2015-06-06 05:28:38,2015-06-06 05:36:12,1,1.43,-73.9988479614,40.7142791748,1,N,-73.9877929688,40.7285690308,1,7.5,0.5
175,2,2015-06-06 05:28:38,2015-06-06 05:37:18,4,2.3,-73.9937438965,40.7180900574,1,N,-73.9911193848,40.6997909546,1,9.5,0.5
176,2,2015-06-06 05:28:39,2015-06-06 05:40:43,2,1.07,-73.8931427002,40.7465858459,1,N,-73.8917007446,40.7469291687,2,8.0,0.5
177,2,2015-06-06 05:28:39,2015-06-06 05:55:07,3,6.65,-73.9862823486,40.7471809387,1,N,-73.885017395,40.7430801392,1,23.5,0.5
178,2,2015-06-06 05:28:40,2015-06-06 05:57:02,1,5.72,-74.0099029541,40.7112617493,1,N,-73.9395217896,40.6927871704,2,22.5,0.5
179,1,2015-06-06 05:28:43,2015-06-06 05:36:09,1,2.6,-73.9418258667,40.7915916443,1,N,-73.9654464722,40.7589225769,2,9.5,0.5
180,1,2015-06-06 05:28:43,2015-06-06 05:41:08,3,2.4,-74.0013504028,40.7465400696,1,N,-73.974395752,40.7260093689,1,11.0,0.5
181,2,2015-06-06 05:28:44,2015-06-06 05:38:46,2,3.34,-73.9518508911,40.7771987915,1,N,-73.9826583862,40.7393798828,2,11.5,0.5
182,2,2015-06-06 05:28:44,2015-06-06 05:57:26,1,9.79,-73.9506072998,40.7751045227,1,N,-73.9183349609,40.6968727112,1,30.5,0.5
183,2,2015-06-06 05:28:46,2015-06-06 05:54:54,6,10.9,-73.9827880859,40.7555503845,1,N,-73.8717498779,40.7744407654,2,32.5,0.5
184,1,2015-06-06 05:28:48,2015-06-06 05:35:21,2,2.3,-73.9872131348,40.7478408813,1,N,-73.9648208618,40.7739753723,1,8.5,0.5
185,1,2015-06-06 05:28:48,2015-06-06 05:51:24,4,6.3,-73.9870605469,40.7474861145,1,N,-73.8962860107,40.7506065369,2,22.0,0.5
186,2,2015-06-06 05:28:49,2015-06-06 05:34:33,1,2.0,-73.9732818604,40.7639160156,1,N,-73.9978027344,40.7541694641,2,7.5,0.5
187,2,2015-06-06 05:28:49,2015-06-06 05:34:55,1,1.45,-73.9316329956,40.765171051,1,N,-73.9104690552,40.7687301636,1,7.0,0.5
188,1,2015-06-06 05:28:50,2015-06-06 05:32:08,1,0.5,-73.9914932251,40.744972229,1,N,-73.9864425659,40.7468605042,1,4.5,0.5
189,2,2015-06-06 05:28:54,2015-06-06 05:32:31,1,0.78,-73.9781036377,40.7153968811,1,N,-73.9782028198,40.729183197,2,5.0,0.5
190,2,2015-06-06 05:28:55,2015-06-06 05:57:36,2,17.85,-73.7769165039,40.6450195312,2,N,-73.9876937866,40.7471504211,1,52.0,0.0
191,2,2015-06-06 05:28:56,2015-06-06 05:43:00,6,5.66,-73.9501419067,40.7800369263,1,N,-73.9843444824,40.720199585,1,18.5,0.5
192,2,2015-06-06 05:28:57,2015-06-06 05:39:53,1,2.71,-73.9530105591,40.7860145569,1,N,-73.9633865356,40.7551078796,2,11.0,0.5
193,2,2015-06-06 05:28:57,2015-06-06 05:49:40,2,9.5,-73.9413223267,40.8390617371,1,N,-74.0055084229,40.7266464233,1,28.0,0.5
194,2,2015-06-06 05:28:59,2015-06-06 05:32:03,5,0.63,-73.9032211304,40.745349884,1,N,-73.8909683228,40.7467803955,2,4.5,0.5
195,2,2015-06-06 05:28:59,2015-06-06 05:34:43,5,3.67,-73.9764175415,40.7395210266,1,N,-74.0004272461,40.7096481323,2,11.5,0.5
196,2,2015-06-06 05:29:00,2015-06-06 05:39:18,1,4.09,-73.9877929688,40.7241744995,1,N,-73.9541549683,40.7747459412,1,13.0,0.5
197,1,2015-06-06 05:29:00,2015-06-06 06:08:13,1,15.8,-73.9255218506,40.8325233459,1,N,-73.8482666016,40.6872177124,2,50.0,0.5
198,1,2015-06-06 05:29:01,2015-06-06 05:30:36,1,0.6,-73.9936447144,40.7622413635,1,N,-73.9867782593,40.7675476074,2,4.0,0.5
199,2,2015-06-06 05:29:01,2015-06-06 05:43:54,1,4.02,-73.9179229736,40.7433052063,1,N,-73.9748535156,40.7617034912,1,15.0,0.5
200,2,2015-06-06 05:29:02,2015-06-06 05:53:22,3,14.58,-73.912902832,40.7561607361,1,N,-73.7839202881,40.643497467,1,39.0,0.5
201,1,2015-06-06 05:29:02,2015-06-06 05:51:09,1,16.0,-74.0043029785,40.7312507629,3,N,-74.1771774292,40.6948432922,1,60.0,0.5
202,1,2015-06-06 05:29:02,2015-06-06 05:38:05,3,1.8,-73.9886550903,40.7509918213,1,N,-74.005027771,40.7410850525,2,8.5,0.5
203,2,2015-06-06 05:29:03,2015-06-06 05:36:06,2,1.64,-73.9702606201,40.7519187927,1,N,-73.9941711426,40.7459449768,2,7.5,0.5
204,2,2015-06-06 05:29:03,2015-06-06 05:38:11,1,2.28,-73.9914474487,40.6913604736,1,N,-73.9552307129,40.6782798767,1,9.5,0.5
205,2,2015-06-06 05:29:03,2015-06-06 05:34:26,1,1.02,-73.978553772,40.7658996582,1,N,-73.9959564209,40.7687301636,2,6.0,0.5
206,2,2015-06-06 05:29:04,2015-06-06 05:48:57,3,6.69,-73.9877471924,40.7382583618,1,N,-73.9526901245,40.8181610107,1,20.5,0.5
207,1,2015-06-06 05:29:05,2015-06-06 05:42:07,1,3.1,-73.9860992432,40.7180099487,1,N,-73.9946594238,40.7503700256,1,12.5,0.5
208,2,2015-06-06 05:29:05,2015-06-06 05:45:05,2,5.59,-73.998298645,40.74036026,1,N,-73.940826416,40.7928199768,1,17.5,0.5
209,1,2015-06-06 05:29:06,2015-06-06 05:33:15,1,1.1,-73.9855575562,40.7631378174,1,N,-73.9911727905,40.7499542236,2,5.5,0.5
210,2,2015-06-06 05:29:09,2015-06-06 05:33:09,6,1.04,-73.9777297974,40.7646255493,1,N,-73.9734802246,40.7550201416,2,5.5,0.5
211,2,2015-06-06 05:29:09,2015-06-06 05:40:48,6,1.96,-74.0059432983,40.7400169373,1,N,-73.9928588867,40.7560310364,2,10.0,0.5
212,1,2015-06-06 05:29:13,2015-06-06 05:37:47,1,2.5,-73.9891357422,40.7578964233,1,N,-73.9568557739,40.7666893005,2,10.0,0.5
213,2,2015-06-06 05:29:13,2015-06-06 05:34:21,4,0.99,-73.9895401001,40.719039917,1,N,-73.993637085,40.7138290405,1,6.0,0.5
214,2,2015-06-06 05:29:13,2015-06-06 05:43:22,5,9.16,-73.9825668335,40.7394294739,1,N,-73.872718811,40.7742996216,1,25.5,0.5
215,1,2015-06-06 05:29:16,2015-06-06 05:45:03,1,3.0,-74.0037155151,40.740398407,1,N,-73.9764938354,40.7514343262,2,13.5,0.5
216,2,2015-06-06 05:29:18,2015-06-06 05:31:49,1,0.79,-73.9883346558,40.7487411499,1,N,-73.99193573,40.7579879761,2,4.5,0.5
217,2,2015-06-06 05:29:18,2015-06-06 05:42:15,2,3.72,-73.9883575439,40.721736908,1,N,-73.9766769409,40.6805419922,2,13.5,0.5
218,1,2015-06-06 05:29:19,2015-06-06 05:36:09,1,1.6,-73.9929122925,40.7226524353,1,N,-73.9868087769,40.7425079346,2,7.5,0.5
219,1,2015-06-06 05:29:20,2015-06-06 05:46:47,1,7.5,-73.98777771,40.7196502686,1,N,-73.8728942871,40.7412338257,2,23.0,0.5
220,1,2015-06-06 05:29:20,2015-06-06 05:40:00,1,3.6,-73.9604568481,40.7615890503,1,N,-73.9932785034,40.7407417297,1,12.5,0.5
221,2,2015-06-06 05:29:21,2015-06-06 05:30:18,1,0.35,-73.9940338135,40.7523803711,1,N,-73.9982376099,40.7559013367,2,3.0,0.5
222,1,2015-06-06 05:29:21,2015-06-06 06:00:56,1,16.7,-73.9764556885,40.7651863098,2,N,-73.7766494751,40.6451683044,1,52.0,0.0
223,2,2015-06-06 05:29:23,2015-06-06 05:45:25,1,4.85,-73.9848022461,40.7450904846,1,N,-73.9162902832,40.7577285767,1,17.5,0.5
224,1,2015-06-06 05:29:23,2015-06-06 05:36:13,1,2.8,-73.9912490845,40.7502593994,1,N,-74.0110778809,40.7133750916,1,9.5,0.5
225,2,2015-06-06 05:29:23,2015-06-06 05:34:51,1,1.1,-73.974609375,40.7563362122,1,N,-73.9879302979,40.7594032288,2,6.0,0.5
226,1,2015-06-06 05:29:23,2015-06-06 05:33:43,1,0.8,-74.0025482178,40.7500076294,1,N,-74.0056686401,40.7456092834,1,5.5,0.5
227,1,2015-06-06 05:29:24,2015-06-06 05:47:40,2,5.0,-73.9883270264,40.7490119934,1,N,-73.9450836182,40.7992706299,1,17.5,0.5
228,1,2015-06-06 05:29:24,2015-06-06 05:36:13,2,1.7,-73.9551696777,40.7799911499,1,N,-73.9723129272,40.7932853699,1,7.5,0.5
229,1,2015-06-06 05:29:25,2015-06-06 05:46:51,1,5.0,-73.9947891235,40.7603149414,1,N,-73.9335021973,40.766254425,1,17.5,0.5
230,1,2015-06-06 05:29:26,2015-06-06 05:42:55,1,5.7,-73.9684753418,40.7991218567,1,N,-73.9261398315,40.8637237549,2,18.0,0.5
231,1,2015-06-06 05:29:26,2015-06-06 05:32:03,1,0.6,-73.979347229,40.7524909973,1,N,-73.9728546143,40.7563285828,2,4.0,0.5
232,1,2015-06-06 05:29:27,2015-06-06 05:38:36,2,3.0,-73.9461212158,40.789516449,1,N,-73.9392547607,40.8217964172,2,11.0,0.5
233,1,2015-06-06 05:29:27,2015-06-06 05:32:21,1,0.8,-73.9998855591,40.7383232117,1,N,-74.0096054077,40.7305679321,1,4.5,0.5
234,2,2015-06-06 05:29:27,2015-06-06 06:07:28,1,21.14,-73.7767868042,40.6458206177,1,N,-73.9884414673,40.665184021,1,58.0,0.5
235,2,2015-06-06 05:29:28,2015-06-06 06:02:58,1,19.12,-74.0007781982,40.7296714783,5,N,-74.1771469116,40.6950111389,1,80.0,0.0
236,1,2015-06-06 05:29:30,2015-06-06 05:40:03,1,2.1,-73.9911956787,40.7498970032,1,N,-73.9684448242,40.7506904602,2,10.0,0.5
237,2,2015-06-06 05:29:32,2015-06-06 05:36:13,6,1.41,-73.9819793701,40.7735900879,1,N,-73.9943084717,40.7560195923,1,7.5,0.5
238,1,2015-06-06 05:29:33,2015-06-06 05:35:40,1,1.8,-73.9650878906,40.6956863403,1,N,-73.9629592896,40.7135467529,1,7.5,0.5
239,1,2015-06-06 05:29:33,2015-06-06 05:49:25,1,10.0,-74.0009002686,40.7317771912,1,N,-73.9362182617,40.847858429,2,29.0,0.5
240,1,2015-06-06 05:29:34,2015-06-06 05:36:26,1,0.8,-73.9924087524,40.7565917969,1,N,-73.9778442383,40.7519340515,1,6.5,0.5
241,1,2015-06-06 05:29:37,2015-06-06 05:34:57,1,0.8,-74.0048675537,40.740852356,1,N,-73.9991226196,40.734046936,1,5.5,0.5
242,1,2015-06-06 05:29:37,2015-06-06 05:51:28,1,9.3,-73.9995727539,40.7335472107,1,N,-73.9449996948,40.8208198547,2,28.5,0.5
243,2,2015-06-06 05:29:40,2015-06-06 05:33:46,1,0.58,-73.9634933472,40.7675514221,1,N,-73.9552764893,40.7648468018,2,5.0,0.5
244,1,2015-06-06 05:29:41,2015-06-06 05:49:10,1,4.7,-73.9875030518,40.7605018616,1,N,-73.9175338745,40.7566947937,2,18.0,0.5
245,2,2015-06-06 05:29:42,2015-06-06 05:48:14,1,5.85,-73.9949874878,40.7398834229,1,N,-73.9533081055,40.6852111816,2,20.0,0.5
246,1,2015-06-06 05:29:43,2015-06-06 05:41:15,1,1.8,-73.9901733398,40.7562332153,1,N,-73.9804229736,40.7444190979,1,9.5,0.5
247,1,2015-06-06 05:29:44,2015-06-06 05:45:44,1,3.7,-73.9715499878,40.7542190552,1,N,-73.9168930054,40.7579078674,1,14.5,0.5
248,2,2015-06-06 05:29:44,2015-06-06 05:36:53,1,3.27,-73.9440307617,40.7797966003,1,N,-73.9768981934,40.7530212402,1,11.0,0.5
249,1,2015-06-06 05:29:46,2015-06-06 05:32:46,1,0.7,-73.9953765869,40.7510185242,1,N,-74.0043487549,40.7526931763,2,4.5,0.5
250,2,2015-06-06 05:29:49,2015-06-06 05:54:11,1,9.29,-73.9885864258,40.7481918335,1,N,-73.8621292114,40.7354393005,1,28.5,0.5
251,2,2015-06-06 05:29:50,2015-06-06 05:49:38,1,9.28,-73.9830627441,40.6982192993,1,N,-74.0024108887,40.6041603088,1,27.0,0.5
252,1,2015-06-06 05:29:51,2015-06-06 05:41:37,2,3.3,-73.9849777222,40.7476959229,1,N,-73.949798584,40.7760009766,2,12.0,0.5
253,1,2015-06-06 05:29:52,2015-06-06 05:40:09,1,2.0,-74.0036697388,40.7430114746,1,N,-73.9797439575,40.7271080017,1,9.5,0.5
254,2,2015-06-06 05:29:53,2015-06-06 05:35:02,6,1.82,-73.9705047607,40.7582435608,1,N,-73.9530029297,40.7761688232,2,7.5,0.5
255,1,2015-06-06 05:29:54,2015-06-06 05:45:41,1,7.7,-73.9995422363,40.7386169434,1,N,-73.9502716064,40.8269538879,1,22.5,0.5
256,1,2015-06-06 05:29:54,2015-06-06 05:58:06,1,13.1,-73.9934005737,40.72448349,1,N,-73.9145431519,40.8845863342,2,38.0,0.5
257,1,2015-06-06 05:29:55,2015-06-06 05:32:13,4,0.4,-73.9821243286,40.7619361877,1,N,-73.9850769043,40.757522583,2,3.5,0.5
258,2,2015-06-06 05:29:56,2015-06-06 05:46:52,1,4.13,-73.9063568115,40.7453384399,1,N,-73.9757232666,40.7656021118,2,16.0,0.5
259,1,2015-06-06 05:29:57,2015-06-06 06:00:11,1,16.9,-73.9696426392,40.7550697327,2,N,-73.7826385498,40.6488494873,1,52.0,0.0
260,1,2015-06-06 05:29:58,2015-06-06 05:51:16,1,5.4,-73.979347229,40.7427787781,1,N,-73.9352111816,40.6969184875,1,19.5,0.5
261,1,2015-06-06 05:29:59,2015-06-06 06:03:05,1,17.1,-73.9510803223,40.7875785828,1,N,-73.9606933594,40.6058311462,1,46.0,0.5
262,2,2015-06-06 05:30:00,2015-06-06 05:42:47,1,6.17,-73.9853439331,40.7684135437,1,N,-73.9443664551,40.8368377686,2,19.0,0.5
263,2,2015-06-06 05:30:00,2015-06-06 05:36:19,1,1.26,-73.9452056885,40.8077087402,1,N,-73.9485092163,40.7948455811,1,7.0,0.5
264,1,2015-06-06 05:30:01,2015-06-06 05:37:47,3,2.6,-74.0015182495,40.7277755737,1,N,-73.9792098999,40.7612876892,1,9.5,0.5
265,2,2015-06-06 05:30:02,2015-06-06 05:36:00,5,1.23,-73.9950866699,40.7603416443,1,N,-73.9779281616,40.7521629333,2,6.5,0.5
266,1,2015-06-06 05:30:03,2015-06-06 05:35:25,1,1.6,-73.9884262085,40.7691993713,1,N,-73.9914779663,40.7515411377,2,7.0,0.5
267,1,2015-06-06 05:30:03,2015-06-06 05:47:26,1,4.4,-73.989906311,40.7256469727,1,N,-73.9443435669,40.685256958,2,17.0,0.5
268,1,2015-06-06 05:30:03,2015-06-06 05:34:20,1,1.2,-73.9884872437,40.7481040955,1,N,-73.9996566772,40.7426490784,1,6.0,0.5
269,1,2015-06-06 05:30:03,2015-06-06 05:32:51,1,0.6,-74.0020523071,40.7194747925,1,N,-74.0096054077,40.7200202942,2,4.0,0.5
270,1,2015-06-06 05:30:06,2015-06-06 05:43:31,1,3.9,-73.9574050903,40.7182998657,1,N,-73.943107605,40.6730651855,1,13.0,0.5
271,1,2015-06-06 05:30:07,2015-06-06 05:40:29,1,3.0,-73.9886856079,40.7193107605,1,N,-73.9700546265,40.6961708069,2,11.5,0.5
272,2,2015-06-06 05:30:09,2015-06-06 05:41:11,1,2.53,-73.9393310547,40.8263816833,1,N,-73.9383239746,40.8031921387,1,11.0,0.5
273,1,2015-06-06 05:30:09,2015-06-06 05:51:44,1,7.2,-74.0008544922,40.7317581177,1,N,-73.8968887329,40.7562522888,1,22.5,0.5
274,2,2015-06-06 05:30:11,2015-06-06 06:01:12,5,12.27,-73.950553894,40.7794303894,1,N,-73.824798584,40.8386802673,1,37.0,0.5
275,1,2015-06-06 05:30:12,2015-06-06 05:49:21,2,5.5,-73.9897537231,40.7262306213,1,N,-73.9259185791,40.7031784058,2,19.0,0.5
276,1,2015-06-06 05:30:12,2015-06-06 05:34:36,1,1.1,-73.9939956665,40.7616348267,1,N,-73.9856872559,40.7646484375,1,5.5,0.5
277,2,2015-06-06 05:30:14,2015-06-06 05:35:08,6,0.58,-73.9876174927,40.7654533386,1,N,-73.9846191406,40.7629890442,1,5.5,0.5
278,1,2015-06-06 05:30:18,2015-06-06 06:28:30,2,19.5,-73.9553146362,40.6899261475,1,N,-73.8760681152,40.8732223511,1,60.0,0.5
279,1,2015-06-06 05:30:19,2015-06-06 05:39:36,1,2.0,-73.9792633057,40.7441635132,1,N,-73.9887390137,40.7625770569,2,9.0,0.5
280,2,2015-06-06 05:30:19,2015-06-06 05:32:24,6,0.87,0.0,0.0,1,N,0.0,0.0,2,4.5,0.5
281,1,2015-06-06 05:30:20,2015-06-06 05:41:23,2,2.2,-74.0062408447,40.7227935791,1,N,-73.9871292114,40.7393836975,1,10.0,0.5
282,2,2015-06-06 05:30:21,2015-06-06 05:37:58,1,2.05,-73.9881515503,40.7188415527,1,N,-73.9995269775,40.7385482788,1,8.5,0.5
283,1,2015-06-06 05:30:21,2015-06-06 05:36:38,1,1.4,-73.9661026001,40.799823761,1,N,-73.9454650879,40.7992362976,2,7.0,0.5
284,1,2015-06-06 05:30:22,2015-06-06 05:48:59,1,7.6,-73.9853820801,40.7235450745,1,N,-73.9074401855,40.7388000488,2,23.5,0.5
285,2,2015-06-06 05:30:24,2015-06-06 05:35:06,1,0.99,-73.9895782471,40.75730896,1,N,-73.9847412109,40.7526702881,1,5.5,0.5
286,2,2015-06-06 05:30:25,2015-06-06 05:32:31,1,0.88,-73.9817733765,40.7782936096,1,N,-73.9745483398,40.7906684875,2,4.5,0.5
287,1,2015-06-06 05:30:25,2015-06-06 05:41:06,1,5.3,-73.9361953735,40.795009613,1,N,-73.887298584,40.7684822083,2,16.0,0.5
288,2,2015-06-06 05:30:26,2015-06-06 05:38:08,5,2.02,-73.9894104004,40.7262153625,1,N,-73.9871520996,40.7472457886,1,8.5,0.5
289,1,2015-06-06 05:30:28,2015-06-06 05:47:13,1,4.0,-73.9964828491,40.7623901367,1,N,-73.9745407104,40.7257614136,1,15.5,0.5
290,2,2015-06-06 05:30:28,2015-06-06 05:30:40,4,0.0,0.0,0.0,5,N,0.0,0.0,1,50.0,0.0
291,2,2015-06-06 05:30:29,2015-06-06 06:10:43,1,9.59,-73.9255142212,40.7617683411,1,N,-73.8616027832,40.7175483704,2,32.0,0.5
292,2,2015-06-06 05:30:30,2015-06-06 05:55:16,1,16.1,-73.9804763794,40.7428703308,2,N,-73.7820968628,40.6444015503,2,52.0,0.0
293,1,2015-06-06 05:30:30,2015-06-06 05:49:56,1,4.9,-73.9400177002,40.7086219788,1,N,-73.8834457397,40.6705360413,2,18.0,0.5
294,1,2015-06-06 05:30:32,2015-06-06 05:41:32,2,3.8,-73.9899139404,40.7569503784,1,N,-73.9630661011,40.8018264771,2,13.0,0.5
295,2,2015-06-06 05:30:35,2015-06-06 05:53:04,3,8.85,-73.9801483154,40.7303581238,1,N,-73.870010376,40.745803833,2,27.5,0.5
296,1,2015-06-06 05:30:35,2015-06-06 05:40:41,1,1.2,-73.9920349121,40.7516365051,1,N,-73.9752960205,40.7414283752,2,8.0,0.5
297,2,2015-06-06 05:30:35,2015-06-06 05:46:56,1,4.97,-73.9906005859,40.7558631897,1,N,-73.9369049072,40.8022384644,2,17.0,0.5
298,2,2015-06-06 05:30:37,2015-06-06 06:14:25,1,7.01,-73.8927230835,40.7472496033,1,N,-73.9206466675,40.7432937622,1,31.5,0.5
299,1,2015-06-06 05:30:38,2015-06-06 06:06:04,1,18.4,-73.9768753052,40.7638778687,2,N,-73.7828598022,40.64402771,2,52.0,0.0
300,2,2015-06-06 05:30:38,2015-06-06 05:42:15,1,4.9,-74.001953125,40.7506103516,1,N,-73.9548568726,40.8042068481,1,15.0,0.5
301,1,2015-06-06 05:30:40,2015-06-06 05:33:38,1,0.6,-73.9728164673,40.7637214661,1,N,-73.9816513062,40.7629699707,1,4.5,0.5
302,1,2015-06-06 05:30:40,2015-06-06 05:37:33,2,1.2,-73.9860992432,40.730846405,1,N,-73.9768371582,40.7270126343,1,7.0,0.5
303,2,2015-06-06 05:30:40,2015-06-06 06:00:23,1,16.58,-73.9749298096,40.7568206787,2,N,-73.7857589722,40.6453018188,1,52.0,0.0
304,1,2015-06-06 05:30:43,2015-06-06 05:31:24,1,3.5,-73.9762496948,40.7478637695,1,N,-73.9759368896,40.7481575012,4,2.5,0.5
305,1,2015-06-06 05:30:43,2015-06-06 05:36:05,1,1.4,-73.9690170288,40.757648468,1,N,-73.9558410645,40.7762298584,2,6.5,0.5
306,1,2015-06-06 05:30:44,2015-06-06 05:38:49,1,2.3,-73.9379806519,40.7492179871,1,N,-73.9010162354,40.7432174683,2,9.5,0.5
307,1,2015-06-06 05:30:44,2015-06-06 05:44:52,1,6.3,-73.9837646484,40.7552146912,1,N,-73.9292373657,40.8076896667,1,19.5,0.5
308,2,2015-06-06 05:30:45,2015-06-06 05:57:02,1,16.41,-73.983291626,40.7438545227,2,N,-73.7831344604,40.6439552307,2,52.0,0.0
309,1,2015-06-06 05:30:47,2015-06-06 05:46:59,1,8.5,-73.985710144,40.7527198792,1,N,-73.8728179932,40.7742576599,1,24.0,0.5
310,2,2015-06-06 05:30:49,2015-06-06 05:43:57,1,6.4,-73.9712677002,40.7627182007,1,N,-74.0101928711,40.7052001953,2,19.0,0.5
311,2,2015-06-06 05:30:49,2015-06-06 05:39:40,3,2.23,-73.992401123,40.7124862671,1,N,-73.982673645,40.7312774658,2,9.0,0.5
312,1,2015-06-06 05:30:50,2015-06-06 05:51:44,1,13.1,-73.993019104,40.7569084167,1,N,-73.8784790039,40.825668335,2,36.5,0.5
313,2,2015-06-06 05:30:51,2015-06-06 05:35:17,5,0.97,-73.9247283936,40.7683982849,1,N,-73.9310913086,40.7590103149,1,5.5,0.5
314,2,2015-06-06 05:30:51,2015-06-06 05:33:53,1,1.06,-73.9390945435,40.8021812439,1,N,-73.9524917603,40.7983436584,2,5.0,0.0
315,1,2015-06-06 05:30:51,2015-06-06 05:36:30,1,1.0,-73.9043579102,40.7536468506,1,N,-73.8904724121,40.7468414307,2,6.0,0.5
316,2,2015-06-06 05:30:52,2015-06-06 05:37:06,1,1.31,-73.9518432617,40.7862701416,1,N,-73.9714279175,40.7945785522,1,7.0,0.5
317,2,2015-06-06 05:30:53,2015-06-06 05:32:29,2,0.56,-73.9794692993,40.7232704163,1,N,-73.9775924683,40.7293281555,1,4.0,0.5
318,1,2015-06-06 05:30:55,2015-06-06 05:35:00,1,1.3,-73.9946517944,40.751159668,1,N,-73.9804534912,40.7607192993,2,6.0,0.5
319,1,2015-06-06 05:30:55,2015-06-06 05:40:12,1,3.4,-73.9976196289,40.7131729126,1,N,-73.9645309448,40.7193908691,1,12.0,0.5
320,2,2015-06-06 05:30:55,2015-06-06 06:02:05,5,21.25,-73.7794418335,40.6468200684,2,N,-74.0061721802,40.7060508728,1,52.0,0.0
321,2,2015-06-06 05:30:56,2015-06-06 05:39:51,1,2.85,-73.9677505493,40.7569999695,1,N,-73.95677948,40.7478103638,1,10.5,0.5
322,1,2015-06-06 05:30:56,2015-06-06 06:10:11,1,19.8,-73.9675216675,40.7928924561,1,N,-74.0346221924,40.6363601685,1,55.0,0.5
323,1,2015-06-06 05:30:57,2015-06-06 05:32:51,1,0.9,-73.9555358887,40.7883605957,1,N,-73.963432312,40.7768745422,2,4.5,0.5
324,1,2015-06-06 05:30:59,2015-06-06 05:42:02,1,3.5,-73.9777755737,40.671672821,1,N,-73.9987030029,40.6393089294,2,12.5,0.5
325,1,2015-06-06 05:30:59,2015-06-06 05:44:02,1,3.6,-73.9893112183,40.7579307556,1,N,-73.9553451538,40.8010101318,1,13.5,0.5
326,2,2015-06-06 05:30:59,2015-06-06 05:49:40,2,6.71,-74.0010070801,40.7290115356,1,N,-73.9301986694,40.7705116272,2,20.5,0.5
327,1,2015-06-06 05:30:59,2015-06-06 05:48:59,2,8.7,-73.9513626099,40.7699699402,1,N,-73.8618469238,40.7684593201,2,25.5,0.5
328,2,2015-06-06 05:31:01,2015-06-06 05:42:59,1,2.1,-73.9703674316,40.752204895,1,N,-73.9977645874,40.7562179565,1,10.0,0.5
329,2,2015-06-06 05:31:01,2015-06-06 05:54:56,2,11.0,-73.9854812622,40.7269592285,1,N,-73.8703231812,40.7736854553,1,31.5,0.5
330,1,2015-06-06 05:31:02,2015-06-06 05:37:58,1,1.4,-73.9928741455,40.7584877014,1,N,-73.9887771606,40.7446937561,1,7.0,0.5
331,1,2015-06-06 05:31:02,2015-06-06 05:52:25,2,6.4,-73.9932250977,40.7626571655,1,N,-73.961730957,40.7140617371,2,21.5,0.5
332,2,2015-06-06 05:31:03,2015-06-06 05:35:59,1,1.29,-73.9892044067,40.7578926086,1,N,-73.995475769,40.7440757751,1,6.5,0.5
333,1,2015-06-06 05:31:03,2015-06-06 05:33:49,1,0.3,-73.9519119263,40.7776451111,1,N,-73.9546051025,40.7799186707,2,4.0,0.5
334,1,2015-06-06 05:31:04,2015-06-06 05:43:07,1,1.5,-73.8299789429,40.7597045898,1,N,-73.8296966553,40.7562522888,2,9.5,0.5
335,1,2015-06-06 05:31:04,2015-06-06 06:14:01,2,23.3,-73.9801025391,40.7617263794,2,N,-73.7890548706,40.6416625977,2,52.0,0.0
336,2,2015-06-06 05:31:04,2015-06-06 06:02:51,2,17.75,-73.9835357666,40.7610473633,2,N,-73.7834091187,40.6438140869,1,52.0,0.0
